,Comments,Quality,Difficulty,Dates,TeacherID
551,She is very nice and understanding!,5.0,4.0,"Jul 27th, 2018",2276640
552,I really liked Prof. Hyde as a professor but this class was probably the hardest class I ever took. I didn't really love most of the material or reading either but if you like international organizations like the UN this might be your thing. A lot of reading and the study guides are SO LONG.,4.0,5.0,"Dec 14th, 2017",905390
553,"Great prof, makes the class what it is.",4.5,1.0,"Apr 15th, 2011",1563436
554,"Truly an inspiring teacher, and very warm as well. Her classes are completely recommended.",5.0,3.0,"Apr 23rd, 2010",850793
555,"THE MOST VALUED AND VALUABLE PROFESSOR OF LITERATURE AT YALE UNIVERSITY, AND POSSIBLY THE WORLD. I WANT TO HAVE HER BABIES.",4.5,3.0,"Jun 8th, 2008",850793
556,favorite class at yale ever.  she's the most careful reader i've met.,3.5,4.0,"Apr 7th, 2008",850793
557,Amazing professor.  Insightful lectures.,4.5,5.0,"Mar 3rd, 2007",850793
558,pretty lame & dull class with lots of reading that doesn't get explained in a coherent manner.,1.0,2.0,"Jun 27th, 2006",850793
559,He pulled out his 3rd leg in class,1.0,5.0,"Mar 28th, 2016",138946
560,"I really enjoyed my work with Dr. Johnson. His class was fun and I really learned a lot. Sometimes it was challenging, but her really did try to make it entertaining",4.0,4.0,"Jul 13th, 2012",138946
561,"full of himself, unpleasant. & although he tries hard to make his class entertaining, he fails to make things as clear as they could be.",1.5,4.0,"Aug 7th, 2005",138946
562,"Terrible teacher.  Stuff that made sense to me in AP Chem didn't make sense anymore after he ""explained"" it.  Also really full of himself.  Really bright guy, but has no place teaching undergrads.",2.0,2.0,"Feb 22nd, 2005",138946
563,"I would have done a lot better if high school'd prepared me better.  Wish I could take it again to fully appreciate it...then again...maybe not.  Johnson's pretty cool, though he can be a bit of a jerk, too.  Take him at your own risk.",4.0,4.0,"Jan 8th, 2005",138946
564,very cool lecturer... very entertaining. his tests are very conceptual (though he does make sure to cover all the details in class) which is cool.  lots of fun to talk to if you go visit his office hours.  :-P,5.0,3.0,"Dec 15th, 2004",138946
565,No Comments,3.0,3.0,"Feb 19th, 2003",138946
566,"fun lecturer, hard class, great curve (grade, not body)",3.5,4.0,"Feb 19th, 2003",138946
567,Phenomenal. Inspired. Wonderful Human being.,4.5,2.0,"Oct 16th, 2009",553357
568,really nice,4.0,3.0,"Jul 16th, 2008",553357
569,"Dianne is wonderful!  She communicates clearly, challenges her students, tries to keep things interesting, and really cares about being a good instructor.  Her syntax class stood up and applauded her on the last day.",4.5,3.0,"Jan 31st, 2008",553357
570,"She is a good teacher, but there is a lot of self-teaching as far as her problem sets are involved.",4.0,4.0,"Jul 14th, 2007",553357
571,One of the best professors I ever had as an undergraduate.,5.0,1.0,"Feb 21st, 2006",553357
572,No Comments,4.0,2.0,"Aug 24th, 2005",553357
573,No Comments,5.0,4.0,"Jan 12th, 2005",553357
574,The best teacher in the world.,5.0,1.0,"Sep 11th, 2012",1436607
575,"Good luck getting grades back, and be warned; professor Jones doesn't keep office hours. Pretty for a guy, but if you want an actual class, you had better take professor Stanton's ARCH101",3.0,3.0,"Mar 7th, 2018",1522672
576,"I don't know where to begin with Dr. Jones...he is definitely easy on the eyes, for one thing. However, he was hardly ever there. Once, I tried to speak with him after class and he literally escaped through the window. The class was always cancelled, but I got an A in the end. I wish Dr. Jones would've stuck around.",2.0,2.0,"Jan 4th, 2011",1522672
577,Much respected teacher.  I highly recommend!,4.0,3.0,"Jul 9th, 2017",135916
578,Kagan rocks my world!,5.0,4.0,"Oct 29th, 2011",135916
579,Amazing,5.0,5.0,"Oct 19th, 2010",135916
580,"Adjectives: graceful, gentlemanly, fascinating, erudite. You can tell I am a fan, but really, he is the best lecturer I have seen. Sitting in his lectures is a delight. It's better than the history channel in presentation, and from a very nice gentleman.",5.0,4.0,"Jul 20th, 2009",135916
581,"Professor Donald Kagan is brilliant, compassionate, and knowledgable beyond a doubt. His courses may or may not change your life, but he will certainly change the way you appraoch history.",5.0,4.0,"Dec 29th, 2006",135916
582,"Soooo smart and inteligent and capable of answering every single question. It is not that he knows about Greece only, he makes various other references as well. Seminars I took with him have been the most prescious moments of my education at Yale. I wish he still teaches his Origins of War, but chances are slim. He has taught me a lot!",5.0,5.0,"Sep 24th, 2006",135916
583,I had this gentleman during the summers of 1971 and 1973 at Cornell. I didn't know what a good prof was until I met him.,5.0,4.0,"Apr 4th, 2005",135916
584,"I still remember the final lecture of his Ancient Greek History course, 9 years ago.",5.0,3.0,"May 6th, 2004",135916
585,"He's pretty damned good, I must say.",4.0,4.0,"Apr 4th, 2004",135916
586,The best professor at Yale.,5.0,3.0,"Oct 6th, 2003",135916
587,Best lecturer at Yale.,5.0,4.0,"Sep 9th, 2003",135916
588,No Comments,4.0,4.0,"Sep 3rd, 2003",135916
589,No Comments,4.0,3.0,"Mar 28th, 2003",135916
590,"This man has moved my mind to think when others left me yawning. I wish I could describe accurately the amazing way he has taught me to think again. I owe him so much, and I hope he finds some small happiness in knowing this. What do you say about a fellow who teaches you how to think about how to live an die? Please pay attention to this man.",4.0,3.0,"Jul 27th, 2018",136044
591,His lecture is great but I think there is a lot of hypes about him. His style is erratic but he is too full of himself at times. Actually just watch his online course and do the reading is enough. You don't really need to take his course to learn writing especially he grades in a totally irrational way.,2.0,3.0,"May 12th, 2017",136044
592,My favorite professor I've had so far.,4.5,3.0,"Jan 20th, 2016",136044
593,"Found on Yale Open Courses. Wonderful, thought provoking lecturer! Thank you Yale Online!",3.5,2.0,"Dec 21st, 2015",136044
594,He was good,4.5,4.0,"Jul 26th, 2015",136044
595,While I personally differ from his beliefs but the way he presents his case is very convincing.,4.5,3.0,"Jun 13th, 2015",136044
596,He seemed like a good professor who gets students thinking.,4.0,1.0,"Feb 1st, 2015",136044
597,One word - inspirational!,4.5,2.0,"Nov 8th, 2014",136044
598,"Shelly is inspiring and genious and can drive your thought to challenging paths so goal achieved. I get tired only because I have to think too much of interesting issues. I am Greek, I could only love it!",5.0,1.0,"Aug 20th, 2013",136044
599,"good, clear",4.5,1.0,"Feb 15th, 2011",136044
600,"Shelly Kagan is a brilliant philosopher, I enjoy hearing everything that he says as its always full of great insight that can help open minded people shape their own world view. Shelly Kagan is also one of the only people I have seen debate william lane craig and completely destroy him. I have so many questions I wish to ask Shelly Kagan still.",4.5,3.0,"Jan 20th, 2011",136044
601,"Very experienced both in his field and teaching. Comfortable in the room and makes you comfortable and engaged, so long as you are interested in the topic. At times he seems to stray from his own rules of philosophy, but other than that a great professor. Being the hardest grader on campus is a bit of a bear to deal with, but really no problem.",3.5,4.0,"Sep 10th, 2010",136044
602,"He is a genius, and has explained the concepts by using simple analogies. If you dont like him you are mistaken and should try taking a philosophy professor at a city or state school, you will come running back to him. his videos on youtube are an A+",5.0,3.0,"Nov 18th, 2009",136044
603,"Powerful mind tainted by hubris. I respected his stances, but has a large problem admitting fault, or using dissoi logoi in the correctly. He skirts this issue by making sure to mention dissent often - problem is, he always mentions it on his terms, not on its. Very much so professes, instead of educates, but ""indoctrinates"" is too harsh a word.",3.5,5.0,"Jul 20th, 2009",136044
604,Keep an open mind.,4.5,4.0,"May 31st, 2008",136044
605,"He does not ""teach"" as much as he tries to indoctrinate.  Unable to admit (even to himself) how closed-minded he actually is or when he is mistaken.  Frequently rude and quick to take offense.  The course material is interesting, but he is far from being the ideal person to relate it to students.  One of the worst professors I've ever had.  Ever.",2.0,3.0,"Nov 19th, 2007",136044
606,He is adorable and fun....can't wait to take his seminar next term.,4.5,2.0,"Nov 6th, 2007",136044
607,"Lectures are good when his huge ego doesn't get in the way. Clearly aware of his own brilliance, but not capable of appreciating the insights of others. Insists his graders give ridiculously low grades. Extremely harsh in his assessment of students - more than one aspiring philosophy major has changed fields after asking him for an opinion.",3.0,5.0,"May 27th, 2007",136044
608,"If you have the opportunity to take the freshman seminar ""Life,"" do it! It is one of the best, most interesting classes I have ever taken.",5.0,3.0,"Jan 8th, 2007",136044
609,Intro Ethics was great fun!,4.5,5.0,"Mar 18th, 2006",136044
610,"Professor Kim's lectures are clear and well-organized. If you go to lectures, study the notes, do some readings, you will get an A.  She is very knowledgeable  and available if you have questions or help. Learned a ton about Korean history, art, and archaeology. You actually learn art history in her class rather than pure theories! Good TA.",5.0,3.0,"Aug 31st, 2015",1872386
611,"Professor Kim is delightful, a good teacher and very open to questions and discussion. Very fair grader. Her course was well organized and course topics were cool.",4.5,1.0,"Aug 30th, 2015",1872386
612,"Means well, but gives bad guidance, and then denies it later. Maybe others had a different experience, but that was mine. Be careful.",2.0,3.0,"Jan 6th, 2014",1872386
613,"Super easy class and no busy work.  Had to do a book review, read another book, two exams and a facebook assignment.  The Professor is laid back (maybe cause it's summer?), but the class was easy and interesting.",4.5,2.0,"Jul 6th, 2014",1745448
614,He's a good professor and made our 3 hour classes entertaining and useful.  I recommend his Intro class for any future students who have interest in psychology.,4.5,2.0,"Aug 29th, 2013",1745448
615,I just finish summer school with Dr Kelmanski.  He is fast talker and good advisor.  It was honorful to take class at Yale.,3.5,4.0,"Aug 8th, 2013",1745448
616,"Prof. Klemanski is a nice guy, good teacher, and smart in psychology.  I had heard great things about his summer course that was smaller but this larger course did not disappoint.  His TAs weren't the easiest graders, but his tests wer fair and predictable based on the study guides.",4.5,2.0,"Jun 30th, 2013",1745448
617,"I really enjoyed Professor Klemanski's class! I hope he teaches more classes so I can take them.  Tests are fair, assignments are definitely manageable, and he's a really good teacher!  He cares more about learning than harsh grades and it totally helped me!",4.5,4.0,"Jun 26th, 2013",1745448
618,"He is the coolest, most friendliest person I've ever met. I had him over the summer and he was like a friend more than a professor, he always was down to earth and even wrote me a stellar recommendation letter. Definitely recommend him to everyone, you will not regret it",5.0,3.0,"Jun 17th, 2013",1745448
619,"Solid teacher.  Talks fast, but understandable.  His tests are hard-ish, but he gives extra credit to compensate.  If you take the class, you should do fairly well.",4.5,2.0,"Jun 5th, 2013",1745448
620,"Awesome class and nicest professor I've ever meet.  He's the best professor at Yale, no doubt!! Except he talks too fast!  He gives you his slides, so you get to pay attention to the topics.  He gives a lot of extra credit.  Take his class. Loved it!",5.0,3.0,"Jun 4th, 2013",1745448
621,"I really liked this class.  Professor Klemanski was a good teacher and really cared about us students. He's one of the top Yale College professors, IMO.",5.0,3.0,"Jun 4th, 2013",1745448
622,"Great professor! Funny, super-smart, nice, and good with students.  I also think he's cute, but that's not why I recommend him. Best professor at Yale!",5.0,2.0,"May 22nd, 2013",1745448
623,"One of the best professors at Yale.  Hands down.  He works with you.  Talks super fast, but gives you all his notes.",5.0,3.0,"May 19th, 2013",1745448
624,"He's really into attendance, like really into attendance (absurd for 200+ kids), but is one of the most devoted and earnest professors at yale.",5.0,2.0,"May 6th, 2013",1745448
625,"Very helpful professor. Easy to pass his tests, lenient about scoring as well.",4.5,1.0,"Dec 5th, 2012",1745448
626,Chill professor.  Take his class.,4.5,3.0,"Aug 30th, 2012",1745448
627,AWESOME!,5.0,3.0,"Dec 17th, 2005",206905
628,"She is an awesome prof, hands down! Made me love French again.",5.0,4.0,"Sep 11th, 2004",206905
629,Still here and awesome!,5.0,4.0,"Jun 29th, 2004",206905
630,"I was forced to meet this language req and totally unenthused about it...but Ruth Koizim made it worth it. When a professor can make a subject you dread actually exciting, they are excellent. I'm not sure if she's stil at Yale.",5.0,3.0,"May 7th, 2003",206905
631,Hilarious!,5.0,3.0,"May 14th, 2021",944760
632,Hilarious!,5.0,4.0,"May 29th, 2015",944760
633,Excellent !!!,4.0,3.0,"Dec 12th, 2014",944760
634,tolgas awesome. especially if your just starting out in econ ,5.0,3.0,"Sep 6th, 2013",944760
635,"He is truly one of the best at Yale. Especially in terms of introductory courses, he is one of the best professors to have, he cares about your understanding of the material and will help you get there.",4.0,4.0,"Mar 26th, 2009",944760
636,He is REALLY REALLY good.  Higly recommended.,5.0,4.0,"Feb 2nd, 2009",944760
637,"Unlike some others, Tolga loves teaching.  Because of him I have decided to major in financial economics.",5.0,3.0,"Jan 30th, 2008",944760
638,One of the best at Yale.  He really knows how to teach.,5.0,5.0,"Jun 9th, 2007",944760
639,He is one of the best professors at Yale.  Thanks Tolga!,5.0,4.0,"Mar 27th, 2007",944760
640,Tolga rocks.  Always willing to help students.  Exremely accessable.  He did not mind helping me online after midnight more than once.  His extra on-line office hours are of great help.,4.5,4.0,"Jan 6th, 2007",944760
641,No Comments,,,,944760
642,Smart x2. I didn't show up to a single class and passed easily. Owen is a god.,5.0,1.0,"Aug 10th, 2018",492980
643,Entertaining to the maxxxxxx.,3.0,1.0,"Mar 27th, 2012",1684496
644,He gave us a really interesting project that I learned a lot from but he didn't teach anything having to do with the assigned work. I liked him but hated his class time.,1.0,4.0,"Dec 23rd, 2015",652213
645,,5.0,2.0,"Jun 6th, 2010",652213
646,No Comments,2.5,4.0,"Mar 22nd, 2007",652213
647,"The good news is, Professor Lange moves VERY slowly, and your TA will probably cover the entire week's material in 15 minutes. The bad news, Professor Lange's accent is impenetrable and his lectures are boring and aimless.",2.0,3.0,"Nov 17th, 2005",652213
648,"Marc showed me what it takes to not just tell a story, but to make people feel like they are in it. I worked harder and re-wrote more than ever before, and when I compare where I started to where I ended, I'm blown away by how far I've come under his guidance. He cheers and critiques when needed, and provides amazing feedback. Tough, but worth it!",5.0,5.0,"Sep 12th, 2018",692839
649,"Prof. Lapadula's intro to screenwriting at Yale was one of my favorite classes by far. It was not only inspiring, but the way he taught the class made it fun and easy to follow. He also shared his vast knowledge of films and I thoroughly enjoyed his passion and understanding for anything Hitchcock... the best class by far, highly recommend it!",5.0,3.0,"Aug 6th, 2018",692839
650,Prof. Lapadula is an amazing professor. He truly cares about his students.,5.0,4.0,"May 21st, 2018",692839
651,"Professor Lapadula was the most inspirational professor I have ever had. The class met once per week, but his incredible story telling ability, directed feedback, and dynamic teaching had me wishing the seminar met every day. Not only is professor Lapadula extremely knowledgeable regarding screenwriting/ film, but also uniquely passionate & alive.",5.0,4.0,"May 18th, 2018",692839
652,Marc is an amazing speaker and professor who's love of film transpires in his lectures and transfers to his students. He has taught some of the best storytellers in the world and has been the catalyst for many of their starts in the industry. He is both captivating and knowledgeable about his subject matter. An amazing teacher.,5.0,2.0,"Mar 21st, 2017",692839
653,"Last week I came back as a guest speaker for Marc's classes and was reminded of all the ways he set me up for success as a filmmaker. Structuring class like a writers room, thoughtful constructive feedback, passion, inspiration, energy, getting us reading and writing SO MUCH. His class has been the start of something beautiful for many big writers.",5.0,4.0,"Dec 12th, 2016",692839
654,"Marc Lapadula brings unbelievable energy and passion to his subject with his engaging lectures. I learned so much and was so inspired that I definitely will keep writing in the future. As a visiting student from Notre Dame, I was debating whether to take classes at Yale or NYU and I can't tell you how glad I am that I selected Yale.",5.0,4.0,"Aug 3rd, 2016",692839
655,"Marc is that rare professor you wish for, but rarely find. Hilarious, informative, warm, insightful, fair, he challenged me to become a better screenwriter than I thought I could be. If you're lucky enough to get into his class, it's sure to be an unforgettable experience that will prime you for a career in film.",5.0,1.0,"Aug 2nd, 2016",692839
656,Abrasive.  Gets stuck in tunnel vision.,1.0,2.0,"Jul 24th, 2016",692839
657,"Great prof.! His knowledge about film & effective screenwriting leaves you in awe. Through process writing, he challenges your notion of what defines a good screenplay/film. Expect to write & rewrite  - you'll care enough to b/c he's invested in his students' work. You want to create something that's compelling & your best? Take a course w/ him.",5.0,3.0,"Apr 27th, 2016",692839
658,"One of the Great Ones  loves to teach and it shows. Hell push you far to unearth the essence of you and then help you to channel it through your writing. With this class youre on your way to becoming not only a better writer, but a free and critical thinker. Im not exactly impressionable and if I got inspired, so will you, I guarantee it.",5.0,4.0,"Jan 18th, 2016",692839
659,"Great class. Professor Lapadula constantly inspires through this lectures, screenings and personal anecdotes. He knows what makes a script go from good to great and he helps you get there. The amount of assignments are not for the faint of heart. However, if you put in the effort, you'll see the rewards in your writing. ",5.0,1.0,"Mar 5th, 2015",692839
660,"The advanced screenwriting class is no joke; you must produce your best work in the form of a feature screenplay. The class is structured so that you feel prepared to take on a feature script, although that particular task is and always will be daunting no matter who you are. ",5.0,4.0,"Jan 28th, 2015",692839
661,Professor Lapadula has the ability to get students fired up and working hard. He has very specific knowledge but also the ability to teach in a free form and intuitive manner. The class isn't for everyone---you need to be ready to write harder than you've ever written and also be prepared for sometimes very tough feedback!,5.0,4.0,"Jan 28th, 2015",692839
662,"Marc Lapadula is truly inspiring, fun and  brings out the best of you. He cares for the students. He is very hands-on and gives productive feedback. I am now staff writer on a TV series and I still call him up for advice! ",5.0,3.0,"Jan 16th, 2015",692839
663,"I've been lucky to have several excellent professors during my academic career, but Marc Lapadula stands out as one of the absolute best.  His profound insights have stuck with me over the years, the skills I learned in his class have helped to shape my professional career, and I can honestly say that I'm a better person for having known him.     ",4.5,4.0,"Dec 21st, 2014",692839
664,"Heres what you need to know about Prof Lapadula:  Knows scriptwriting Gives professional feedback Good sense of humor Approachable & accessible Will challenge you  no pain, no gain Loves to teach  One day, when you reflect on your blessings and recall the great teachers who shaped your life, I bet Prof Lapadula will be at the top of your list.",5.0,4.0,"Dec 18th, 2014",692839
665,"I took 2 semesters of playwriting & screenwriting (4 classes in all) at JHU with ML. Five years later, I am an agent in LA. I wouldn't be where I am right now if it weren't for Marc teaching me the art of writing and equipping me with the tools and language to successfully collaborate with writers, assess their work, and develop my literary taste.",5.0,1.0,"Oct 31st, 2014",692839
666,"Intro to Screenwriting was one of my favorite courses. From analyzing classic films to coordinating in-class dialogue exercises to giving insightful and thoughtful feedback on assignments, Professor Lapadula inspires a one-of-a-kind and energizing classroom dynamic. You feel you are learning from a very experienced source. The class was great!",4.5,4.0,"Sep 2nd, 2014",692839
667,"Professor Lapadula was easily one of the best professors I had the privilege to learn from at Yale. His enthusiasm, encouragement and genuine excitement for your work and potential is inspirational and beyond appreciated. This man is a gem - take his class!",5.0,3.0,"Aug 12th, 2014",692839
668,"He cares for you as a student, as a writer and as a person. He's also incredibly hilarious. Yup. I like old Lawler a lot.",5.0,4.0,"Apr 27th, 2012",543312
669,"I took English from Prof Lawler many years ago, so I can't comment on his current teaching style or performance. However, at the time of my interaction with him, he was a conscientious professor who cared about the material and managed to make it really interesting. I still have ""The History of the English Language"" on my bookshelf!",4.0,1.0,"May 5th, 2008",543312
670,No Comments,5.0,3.0,"Aug 29th, 2006",543312
671,"Had him a long time ago, saw the one rating he had and thought it wasn't true, he was a great teacher",5.0,3.0,"Mar 31st, 2016",897142
672,"Spends all class proving useless formulas on the board, not teaching material on the test or homework. ugh.",1.0,4.0,"Oct 4th, 2006",897142
673,"Very easy, but his class did not prepare me for higher mathematics at all, Math 225 or 222 with any other professor is better",2.0,1.0,"Dec 17th, 2012",1473553
674,"Jaejeong was a fantastic teacher.  When we would take exams students from other sections were very confused about areas that Jaejeong had made very clear.  He pushes you to study, but is always willing to help.  He is very good at organizing complex information and explaining it clearly.",4.5,4.0,"Aug 31st, 2010",1473553
675,"He is a great and nice professor who can answer any question about inferential statistics. However, he sets the bar much too high for statistics/economics students in their 2nd semesters. If the tests are as hard as the exercises, I'm certain that less than 50% will pass.",2.5,5.0,"Mar 18th, 2014",960578
676,Her lecture for DS was incredible. Possibly the best lecture that semester in literature. I keep trying referring back to the notes I took that class. I never had her lead my section. I wouldn't know how well she handles seminar style discussion.,5.0,4.0,"Dec 13th, 2018",536854
677,"at the beginning of ds, everyone will fight for jane levin's section. having been in her class, i don't really understand why. she is a good teacher, but no better than the others--it seems. also, she is so incredibly nice that the class can get easily derailed by section hogs. overall, though, okay teacher--she definitely knows the material well",3.0,4.0,"May 17th, 2007",536854
678,Inspirational,5.0,3.0,"Dec 19th, 2004",536854
679,"A wonderful, wonderful prof!",5.0,3.0,"Dec 16th, 2004",536854
680,"Lectures are incredibly dry and boring. When asked for help, Prof. Long will hmm and haw and never really answer your question. He seems to genuinely not care about if you understand or not. This isn't revenge, he just isn't a good lecturer.",1.5,4.0,"Jan 10th, 2016",2099659
681,the clacss is hard because it is chemistry but he is so interesting and helps as much as he can! take him! this guy is hott too! awesome biceps!,5.0,5.0,"Aug 6th, 2008",227983
682,"A good professor, willing to cover topics the students are interested in.  Covers material well.",4.5,3.0,"Nov 30th, 2005",227983
683,This guy sucks.  He's just angry because he came from Irvine.  He must feel like its his job to show Yale students their place or something.,1.0,3.0,"Jul 16th, 2004",227983
684,"Professor Loria practices grade DEflation!  Also, he wasn't very helpful when I e-mailed him with a question; in fact he was quite rude as if I was bothering him.  He has a laid back demeanor in class, but he's a poor teacher and kind of a jerk.",2.0,3.0,"Jul 7th, 2003",227983
685,One of the best professors in this dept.,5.0,5.0,"Dec 9th, 2019",1984402
686,One of the best professors in this dept.,5.0,4.0,"Dec 9th, 2019",1984402
687,Tough grader but learned plenty,5.0,2.0,"Dec 9th, 2019",1984402
688,Great prof,1.0,1.0,"Dec 13th, 2017",1984402
689,"She is an abuser. She does not reply your emails, she will write you bad recommendation letters, and she will sabotage you in every possible way. She is not a good human being.",1.5,2.0,"Nov 16th, 2015",1984402
690,She is arrogant and rude. A bad teacher. Avoid.,4.5,4.0,"Jun 21st, 2015",1984402
691,"Open with office hours. Very sharp, very frank, and very intelligent. Lessons are humourous and she's rather personable, but has as strong character and wit, so class doesn't get distracted. Work hard and work with her to survive the course.",,,,1984402
692,Excellent teacher :),5.0,3.0,"Apr 27th, 2018",1881873
693,Excellent!,5.0,3.0,"Aug 3rd, 2016",1881873
694,He is absolutely amazing. I dont think I have ever had a funnier and smarter TA than him. I would consider retaking the class just based on the joy he brought to my days!! ,5.0,3.0,"Sep 24th, 2015",1881873
695,"He was alright. He got distracted with too many stories. Sometimes he would say things like ""we are done"" when the problem was not complete and I still was not comfortable with the material.",2.0,4.0,"Oct 8th, 2014",1881873
696,"Best TA ever.  He is funny, clever, and very generous with his time.  He made learning discrete math my favorite activity that semester.  Also, he entertained us with many great stories, not necessarily related to math.",5.0,3.0,"Feb 28th, 2014",1881873
697,"Best professor at Yale, really got me into Soviet cinema.",5.0,1.0,"Oct 15th, 2014",358296
698,"Oh lord save us. ""Promised Lands"" was miserable, best left fallow. Class and Professor were deeply painful experiences.Mackay flops around like ragdoll, spouting references mechanically, all the while assuring us, rubbing his chin in ""contemplation."" Still now, even with class over, I suffer from it, so lord please save me....",1.0,2.0,"Dec 19th, 2013",358296
699,HE IS THE BEST (OR ONE OF TWO BEST) PROFESSORS AT YALE. HIS CLASS WAS INSPIRING AND A JOY ? IT BRIGHTENED EVERY MONDAY!,5.0,2.0,"Dec 15th, 2010",358296
700,So enthusiastic!,4.0,2.0,"Mar 21st, 2008",358296
701,"Prof aches the class as he stumbles around shamefacedly in his explanations as if he were constantly bumping into things: in other words, he speaks as if he's in the dark. Pretends to know a little about everything but can't excite you about anything. SUPER Boring. Tends to over-agree, but his nodding is like a bobble head ornament's.",1.0,2.0,"Jan 28th, 2008",358296
702,No Comments,4.5,3.0,"Sep 30th, 2005",358296
703,No Comments,1.0,2.0,"May 15th, 2005",358296
704,,1.0,1.0,"May 15th, 2010",1354813
705,"Deb is inspiring. She is an artist, a writer and a teacher all in one! If you into arts you would be lucky to come across Deb in your college days. She will make you think outside the box. She will give you the tools you need to accomplish your vision.  I am a published playwright and I still miss her class and the joy for writing she exudes.",5.0,3.0,"Jan 16th, 2015",813347
706,"To the kid above me: The reason it looks like ""therapy"" is that so many professors at Yale care so little about individual students and their actual thoughts and lives that getting Deb is like feeling the rain for the first time in 4 years. She is passionate and she doesn't only care about the ""product"" of writing a play, she care about you.",5.0,3.0,"Jun 24th, 2008",813347
707,"Deb Margolin is freaky, and some people lover her, but they look like they are having therapy more than writing a play. She brags about writing for a ****site as if that's cool. She's like culty for people who are needy. Nobody complains because this is such a gut course so who cares?",2.0,1.0,"Feb 21st, 2006",813347
708,"I've used Dr. Martin's online lectures as a supplement for my New Testament class at a different college. He makes me wish I went to Yale!!! This guy's lectures are GOLD; he explains the text thoroughly, conversationally, and in a way that makes me feel engaged from my laptop screen. Definitely better than reading a textbook.",5.0,3.0,"Jan 14th, 2017",1454534
709,,4.5,2.0,"Oct 9th, 2010",1454534
710,Best Dante lecturer out there,5.0,3.0,"Jan 17th, 2018",855815
711,The best professor at Yale.,5.0,3.0,"Sep 2nd, 2010",855815
712,Dante is the best class ever. I was blown away every lecture.,5.0,3.0,"Dec 9th, 2009",855815
713,One of the most interesting classes ever,5.0,4.0,"Nov 2nd, 2009",855815
714,"I took his Dante class at Georgetown where he was a visiting professor. He's extremely intelligent, eloquent, and funny. He's also an important figure in the international field of Dante study.",5.0,2.0,"Jun 5th, 2006",855815
715,"Thank you for online course, your lecture help me to clarify the problem. Best regards",5.0,3.0,"Nov 23rd, 2017",1414459
716,"really passionate, and that can rub off. doesn't spoon feed you.  you have to do the work, but you'll learn a great deal of transferable skills",4.0,5.0,"Sep 30th, 2015",1414459
717,McBride is an amazing professor.  He's super helpful and his lectures are really interesting.  He is also the techy-est old guy you will ever meet.,4.5,5.0,"Jan 10th, 2011",1414459
718,"Such an unconventional class taught by a brilliant man. So nice, so smart, great lecturer.",5.0,5.0,"Jan 2nd, 2011",1414459
719,,4.5,5.0,"Mar 4th, 2010",1414459
720,"excellent professor, really cares about his students -- but makes you work hard.",4.5,3.0,"Dec 21st, 2011",1673946
721,"Very energetic, great feedback on papers, excellent class.",5.0,3.0,"Aug 24th, 2016",1925581
722,"Amazing prof, but difficult coursework. Really helpful and supportive. Great writing advice. Would take again.",5.0,3.0,"Oct 11th, 2014",1925581
723,"Incredible professor. So knowledgeable, inspirational, engaging. My favorite class.",5.0,3.0,"Jun 22nd, 2010",947666
724,"Stereotypical ""Absent-minded Professor"" -- knows European history cold, but lectures seem a little like free-association, and a bit disorganized. His disheveled appearence and mannerisms, including what seems to me to be his pretentious use of The French language can be distracting.  His personality is endearing.",4.0,3.0,"May 13th, 2017",59196
725,"One of the greatest teacher in the world. He is so amazing, nice and interesting at all levels! He is so close to you despite his wonderful career... Go to his class, he will check you at the end!",4.5,2.0,"May 27th, 2008",59196
726,He is AWESOME!!!,4.0,3.0,"Jul 20th, 2006",59196
727,No Comments,4.0,3.0,"Oct 16th, 2003",59196
728,No Comments,4.0,4.0,"Sep 3rd, 2003",59196
729,No Comments,4.0,3.0,"Feb 19th, 2003",59196
730,No Comments,1.0,1.0,"Aug 5th, 2002",59196
731,,4.0,3.0,"Jan 10th, 2011",693873
732,"silent, funny, trickster, full of energy, great.  Sam is really good, especially if you manage to get the real down low on the information.",2.5,5.0,"Apr 1st, 2009",693873
733,Totally unethical; spreads groundless rumors about other students in class.,1.0,2.0,"Mar 22nd, 2009",138014
734,"no, Sideshow Bob.",2.0,4.0,"Nov 18th, 2005",138014
735,inspirational from a theoretical perspective and able to find excitement in the potential of almost any proposal,4.0,3.0,"Mar 1st, 2003",138014
736,Beeker from the muppets?,1.0,5.0,"Feb 19th, 2003",138014
737,Really helpful in office hours and good at being encouraging for discussion.  Harsh paper grader though.,4.0,4.0,"May 6th, 2013",1792493
738,"Incredibly caring.  Meeting to discuss my papers was really helpful, as were her comments.  She made everyone feel valuable in class, but also pushed back against student comments.  I would take another class with her.",4.5,3.0,"Jan 15th, 2013",1792493
739,Memorable classes-- lots of work but terrific prof,4.5,3.0,"Sep 27th, 2014",183031
740,Exceptional prof- great listener great on composition - we learned a lLOT,4.5,2.0,"Sep 27th, 2014",183031
741,Great prof!,5.0,4.0,"Jun 12th, 2014",183031
742,Great professor in general.,4.0,2.0,"Nov 3rd, 2009",455801
743,"Econ 153 is daunting to many, and so luckily the class remains a small, well-kept secret, despite not being hard as rumored. Moscarini brings the material to life, and made me love theory. He is a ****!",5.0,3.0,"Aug 31st, 2005",455801
